beneficiary_id,pre_training_score,post_training_score,skill_domain,assessment_date
3096,37.7,58.4,IT,2023-05-02
3097,48.5,69.3,Retail,2023-03-09
3098,44.4,55.5,Retail,2023-04-09
3099,50.2,73.6,Logistics,2023-04-05
3100,59.6,79.1,Retail,2023-03-11
3101,37.9,62.6,Retail,2023-03-11
3102,49.2,60.5,Data Entry,2023-04-21
3103,62.7,78.7,Retail,2023-05-14
3104,55.8,66.7,Logistics,2023-03-02
3105,60.4,83.8,Data Entry,2023-04-16
3106,46.1,58.1,Retail,2023-04-28
3107,52.6,65.8,Data Entry,2023-03-03
3108,50.4,75.4,IT,2023-03-19
3109,47.6,70.2,IT,2023-04-20
3110,53.4,71.9,Retail,2023-05-22
3111,33.4,47.3,Data Entry,2023-04-05
3112,59.4,78.9,IT,2023-04-24
3113,58.1,69.8,IT,2023-03-17
3114,54.7,76.2,IT,2023-03-31
3115,54.0,78.0,Logistics,2023-05-19
3116,35.4,59.5,IT,2023-03-14
3117,56.2,68.1,Data Entry,2023-03-23
3118,35.0,47.0,Data Entry,2023-04-24
3119,30.9,55.0,Logistics,2023-04-07
3120,46.4,63.7,Retail,2023-03-31
3121,61.4,79.2,IT,2023-03-03
3122,56.0,72.9,Logistics,2023-05-18
3123,50.7,66.7,Retail,2023-04-22
3124,33.1,46.1,Logistics,2023-03-16
3125,47.9,58.9,Retail,2023-05-30
3126,53.6,72.7,Data Entry,2023-03-16
3127,54.3,72.0,Logistics,2023-03-16
3128,62.6,81.3,Logistics,2023-04-08
3129,31.3,54.0,Logistics,2023-05-15
3130,54.9,78.9,Retail,2023-05-19
3131,51.2,61.8,Logistics,2023-03-30
3132,32.2,42.3,IT,2023-03-03
3133,46.5,71.3,Retail,2023-04-25
3134,62.0,79.7,Data Entry,2023-05-19
3135,32.5,51.1,IT,2023-04-02
3136,40.6,62.8,Retail,2023-03-11
3137,32.5,47.8,IT,2023-03-29
3138,45.1,58.4,Data Entry,2023-04-24
3139,58.4,71.4,Retail,2023-03-24
3140,53.3,77.0,Logistics,2023-03-09
3141,34.0,54.4,Data Entry,2023-03-27
3142,55.5,71.9,Data Entry,2023-05-07
3143,49.5,61.1,Data Entry,2023-04-12
3144,48.8,69.9,Retail,2023-03-31
3145,32.8,51.4,Retail,2023-05-10
3146,63.6,73.6,Retail,2023-04-06
3147,58.7,76.9,Logistics,2023-04-23
3148,33.6,52.2,Logistics,2023-03-10
3149,52.6,65.4,Logistics,2023-05-07
3150,56.4,78.7,Retail,2023-05-02
3151,40.6,61.7,Data Entry,2023-03-31
3152,47.5,67.5,Retail,2023-04-07
3153,61.8,73.4,IT,2023-05-03
3154,58.2,75.1,Data Entry,2023-04-03
3155,45.1,65.8,Data Entry,2023-04-19
3156,50.0,69.3,IT,2023-03-29
3157,31.3,42.1,Retail,2023-05-21
3158,56.9,74.4,Logistics,2023-05-17
3159,32.2,43.9,IT,2023-03-05
3160,44.4,64.7,IT,2023-05-10
3161,35.2,53.5,Logistics,2023-04-06
3162,53.7,75.4,Data Entry,2023-04-25
3163,33.7,49.5,IT,2023-04-09
3164,43.0,60.4,IT,2023-05-11
3165,56.5,78.3,Data Entry,2023-05-06
3166,61.7,76.5,Logistics,2023-04-19
3167,45.2,68.0,IT,2023-03-16
3168,52.7,73.3,IT,2023-03-21
3169,53.3,73.9,Retail,2023-05-16
3170,35.1,59.0,Data Entry,2023-04-23
3171,31.4,42.8,IT,2023-03-27
3172,48.6,70.6,Data Entry,2023-04-27
3173,38.2,50.5,Logistics,2023-04-28
3174,36.7,61.2,Logistics,2023-04-20
3175,51.1,66.2,Retail,2023-05-20
3176,57.1,70.3,IT,2023-04-01
3177,37.6,54.2,Data Entry,2023-05-18
3178,64.0,76.3,Logistics,2023-05-28
3179,41.2,53.1,Logistics,2023-04-24
3180,50.2,74.3,IT,2023-03-26
3181,59.8,71.2,Logistics,2023-05-01
3182,63.8,76.3,Data Entry,2023-04-11
3183,63.2,83.5,Logistics,2023-05-26
3184,59.8,73.8,Logistics,2023-03-16
3185,52.7,65.1,Retail,2023-04-21
3186,50.7,68.8,Retail,2023-03-30
3187,31.4,55.4,Logistics,2023-04-03
3188,56.9,71.4,Logistics,2023-04-09
3189,61.2,74.3,Data Entry,2023-05-29
3190,45.8,67.7,Logistics,2023-05-18
3191,36.0,57.3,IT,2023-05-18
3192,39.5,60.2,Logistics,2023-05-24
3193,36.3,60.8,Data Entry,2023-03-14
3194,63.7,85.5,IT,2023-04-01
3195,50.8,62.2,Data Entry,2023-05-06
3196,43.5,64.3,IT,2023-04-18
3197,59.7,75.4,Logistics,2023-03-03
3198,52.8,69.4,Logistics,2023-03-29
3199,63.4,76.2,Data Entry,2023-03-23
3200,44.7,69.0,IT,2023-03-10
3201,46.4,63.9,Retail,2023-04-09
3202,35.9,46.5,IT,2023-03-16
3203,47.9,61.7,IT,2023-03-26
3204,48.1,61.2,IT,2023-03-08
3205,48.4,71.4,Data Entry,2023-04-09
3206,54.8,68.1,Data Entry,2023-04-15
3207,61.7,83.2,Logistics,2023-05-28
3208,39.8,54.0,Retail,2023-04-21
3209,46.2,70.8,IT,2023-04-14
3210,42.0,54.8,IT,2023-03-08
3211,55.5,75.9,IT,2023-05-25
3212,53.0,67.3,Logistics,2023-03-10
3213,56.3,78.1,Data Entry,2023-04-01
3214,36.5,61.5,Data Entry,2023-05-07
3215,61.5,84.9,IT,2023-04-14
3216,36.4,50.6,Retail,2023-04-05
3217,57.5,81.3,Data Entry,2023-05-19
3218,41.9,66.5,Logistics,2023-05-23
3219,35.9,49.2,Retail,2023-05-18
3220,59.1,75.0,Logistics,2023-03-31
3221,62.8,75.6,Retail,2023-03-10
3222,43.1,57.3,IT,2023-04-16
3223,41.6,64.3,IT,2023-05-18
3224,49.4,73.1,IT,2023-03-24
3225,33.0,56.4,Data Entry,2023-04-18
3226,34.6,58.5,IT,2023-03-13
3227,31.4,44.9,IT,2023-03-13
3228,58.8,70.9,Retail,2023-03-02
3229,48.1,64.3,Retail,2023-05-07
3230,51.1,64.4,Retail,2023-04-28
3231,58.7,71.5,Logistics,2023-03-10
3232,38.2,55.4,Retail,2023-04-18
3233,53.0,63.9,Data Entry,2023-03-12
3234,43.8,64.8,Logistics,2023-03-13
3235,52.9,76.3,Data Entry,2023-05-06
3236,48.9,59.8,Retail,2023-05-24
3237,42.2,64.1,Logistics,2023-03-27
3238,56.8,70.6,IT,2023-03-18
3239,38.7,61.9,Retail,2023-05-04
3240,40.3,63.8,Retail,2023-03-21
3241,52.7,64.7,Retail,2023-05-16
3242,63.7,83.3,Logistics,2023-04-24
3243,44.4,66.0,Retail,2023-05-26
3244,49.2,69.3,Data Entry,2023-03-04
3245,60.3,82.6,Logistics,2023-03-01
3246,49.6,65.7,Retail,2023-05-05
3247,33.4,51.0,Logistics,2023-04-14
3248,44.3,66.2,Data Entry,2023-03-24
3249,52.8,75.7,Data Entry,2023-04-14
3250,55.4,67.7,Data Entry,2023-03-20
3251,59.1,69.7,Logistics,2023-04-13
3252,39.9,52.3,Data Entry,2023-03-19
3253,33.6,52.3,IT,2023-03-24
3254,45.9,70.6,Retail,2023-04-17
3255,31.9,55.2,Retail,2023-05-18
3256,53.7,70.5,Logistics,2023-04-29
3257,57.5,78.3,Logistics,2023-03-09
3258,34.1,58.1,Logistics,2023-03-13
3259,41.3,58.9,Logistics,2023-04-06
3260,33.7,58.4,Retail,2023-03-17
3261,41.8,58.2,Logistics,2023-05-02
3262,64.9,87.2,IT,2023-04-07
3263,47.8,64.3,Logistics,2023-05-11
3264,60.2,84.6,Data Entry,2023-04-27
3265,37.6,51.9,IT,2023-03-06
3266,53.8,75.1,Retail,2023-03-08
3267,64.2,81.3,Data Entry,2023-04-22
3268,30.8,43.4,Data Entry,2023-04-19
3269,52.0,64.2,IT,2023-03-24
3270,45.8,62.4,Retail,2023-05-15
3271,53.2,67.5,Data Entry,2023-05-30
3272,50.2,72.1,Retail,2023-04-29
3273,48.9,65.4,Logistics,2023-05-19
3274,37.2,57.6,IT,2023-03-25
3275,64.1,74.8,Retail,2023-05-16
3276,59.9,74.8,IT,2023-03-07
3277,64.3,76.0,Data Entry,2023-03-05
3278,56.3,78.5,Data Entry,2023-03-29
3279,44.8,56.8,Retail,2023-05-25
3280,30.8,45.0,IT,2023-05-20
3281,44.9,67.4,IT,2023-04-17
3282,47.2,67.7,Logistics,2023-04-08
3283,32.3,44.5,Logistics,2023-05-13
3284,52.7,74.5,IT,2023-04-24
3285,30.3,43.1,Retail,2023-05-25
3286,44.0,62.4,Data Entry,2023-05-28
3287,40.8,52.2,Logistics,2023-05-15
3288,41.0,62.1,Logistics,2023-05-01
3289,36.7,50.2,Retail,2023-03-08
3290,31.5,44.8,IT,2023-03-23
3291,49.3,65.7,Logistics,2023-04-22
3292,37.1,49.8,Retail,2023-03-11
3293,41.3,64.8,Data Entry,2023-04-05
3294,31.9,50.4,Data Entry,2023-03-22
3295,47.1,62.8,Retail,2023-05-28
3296,45.2,62.0,Retail,2023-05-14
3297,54.2,75.3,Logistics,2023-05-20
3298,42.7,53.8,Logistics,2023-04-11
3299,30.4,41.1,Logistics,2023-03-06
3300,45.7,66.8,Logistics,2023-03-14
3301,38.9,55.7,Logistics,2023-05-02
3302,34.7,50.6,IT,2023-05-21
3303,48.6,59.2,Retail,2023-05-18
3304,47.6,70.9,Logistics,2023-05-30
3305,39.9,59.8,Data Entry,2023-04-12
3306,63.4,74.3,Logistics,2023-05-10
3307,43.0,56.1,Retail,2023-05-27
3308,49.1,73.9,IT,2023-04-16
3309,32.2,50.3,Retail,2023-05-19
3310,62.2,78.4,Data Entry,2023-05-13
3311,58.2,83.1,Logistics,2023-05-30
3312,31.6,55.8,IT,2023-05-03
3313,60.6,76.0,IT,2023-04-15
3314,42.6,60.7,Logistics,2023-05-13
3315,36.4,56.7,Logistics,2023-05-09
3316,40.5,61.6,Data Entry,2023-04-17
3317,43.3,57.5,Logistics,2023-03-28
3318,36.3,55.1,Logistics,2023-04-27
3319,50.3,63.0,Logistics,2023-04-29
3320,40.0,62.1,Retail,2023-05-30
3321,59.7,72.9,Retail,2023-04-16
3322,32.8,44.2,Retail,2023-04-11
3323,44.3,62.0,Data Entry,2023-05-25
3324,30.6,42.5,Retail,2023-04-04
3325,35.2,59.0,IT,2023-05-18
3326,42.2,54.7,Logistics,2023-04-10
3327,32.1,47.0,Data Entry,2023-05-15
3328,54.9,79.0,Logistics,2023-05-14
3329,45.5,69.3,Logistics,2023-03-17
3330,64.1,78.5,Data Entry,2023-04-24
3331,61.2,77.7,Data Entry,2023-05-13
3332,52.7,73.9,Data Entry,2023-05-06
3333,37.0,54.0,Retail,2023-04-10
3334,61.7,82.6,Data Entry,2023-05-05
3335,36.5,58.4,Logistics,2023-05-26
3336,53.3,77.3,Data Entry,2023-05-22
3337,64.6,75.1,IT,2023-04-26
3338,41.1,63.3,Logistics,2023-04-29
3339,56.9,78.5,IT,2023-05-01
3340,61.8,82.1,Logistics,2023-05-22
3341,64.2,87.1,Data Entry,2023-04-18
3342,31.6,54.6,Retail,2023-03-04
3343,40.2,60.8,Logistics,2023-03-04
3344,35.3,60.2,Data Entry,2023-05-11
3345,41.5,55.3,Data Entry,2023-04-30
3346,59.9,76.3,Retail,2023-05-22
3347,38.9,53.7,Logistics,2023-05-14
3348,36.7,56.1,Data Entry,2023-04-19
3349,55.5,71.9,IT,2023-05-01
3350,42.3,62.6,Logistics,2023-05-25
3351,38.1,52.4,Retail,2023-03-05
3352,55.0,66.1,IT,2023-04-28
3353,56.2,78.1,Data Entry,2023-03-18
3354,60.6,77.7,Retail,2023-05-05
3355,30.9,54.2,IT,2023-04-06
3356,37.9,60.1,IT,2023-05-16
3357,39.7,60.3,Data Entry,2023-03-13
3358,49.2,68.9,Data Entry,2023-04-19
3359,61.2,76.9,IT,2023-03-06
3360,42.3,60.7,Retail,2023-04-06
3361,31.9,50.5,Retail,2023-04-10
3362,32.6,57.6,Data Entry,2023-04-29
3363,36.1,51.9,Retail,2023-04-01
3364,40.6,57.3,Data Entry,2023-03-25
3365,38.2,54.3,Data Entry,2023-04-22
3366,42.4,56.5,IT,2023-03-13
3367,59.7,77.7,Logistics,2023-03-04
3368,62.7,83.5,IT,2023-03-25
3369,45.3,62.8,Logistics,2023-04-16
3370,50.5,73.6,Retail,2023-04-21
3371,30.9,45.5,Data Entry,2023-05-12
3372,55.1,66.5,Data Entry,2023-05-26
3373,36.8,48.5,Logistics,2023-05-27
3374,49.1,61.5,IT,2023-03-08
3375,59.8,79.5,Retail,2023-05-02
3376,55.1,66.4,IT,2023-03-09
3377,36.9,61.3,Data Entry,2023-04-06
3378,44.6,64.0,IT,2023-04-09
3379,53.2,65.9,Retail,2023-05-07
3380,52.1,75.6,Logistics,2023-03-24
3381,43.1,54.7,Logistics,2023-03-22
3382,50.6,69.8,IT,2023-05-03
3383,35.1,50.7,Retail,2023-05-18
3384,47.3,62.2,Data Entry,2023-05-02
3385,61.7,84.1,Logistics,2023-03-01
3386,54.9,70.6,Logistics,2023-04-25
3387,44.1,65.9,Logistics,2023-05-04
3388,40.9,59.1,Logistics,2023-04-03
3389,57.9,70.3,IT,2023-03-11
3390,59.0,79.4,Retail,2023-03-04
3391,43.6,65.9,Retail,2023-05-18
3392,53.7,77.9,Logistics,2023-04-10
3393,59.7,72.8,IT,2023-03-14
3394,64.1,87.1,Logistics,2023-05-30
3395,30.9,46.3,Data Entry,2023-03-27
3396,47.3,67.3,IT,2023-03-03
3397,55.5,67.3,Retail,2023-05-18
3398,35.1,56.3,Data Entry,2023-03-21
3399,49.8,65.0,IT,2023-05-25
3400,31.9,45.5,Logistics,2023-03-31
3401,32.3,48.0,Logistics,2023-04-25
3402,34.6,48.4,IT,2023-03-24
3403,52.6,68.0,Data Entry,2023-04-23
3404,55.8,75.9,Retail,2023-03-29
3405,30.7,43.0,Logistics,2023-04-25
3406,55.9,68.5,Logistics,2023-05-20
3407,64.8,77.5,Data Entry,2023-05-13
3408,36.2,52.1,Logistics,2023-05-05
3409,58.0,72.2,Logistics,2023-05-14
3410,37.8,57.8,IT,2023-03-29
3411,44.6,68.2,Retail,2023-04-20
3412,57.0,67.1,IT,2023-03-04
3413,57.5,79.9,Retail,2023-03-30
3414,46.0,66.6,Data Entry,2023-03-22
3415,45.0,68.1,Logistics,2023-03-25
3416,40.3,59.7,IT,2023-05-16
3417,60.1,76.2,Logistics,2023-05-20
3418,37.6,57.8,Retail,2023-03-23
3419,49.4,67.8,Retail,2023-04-24
3420,57.3,69.1,Data Entry,2023-04-30
3421,35.9,56.1,Logistics,2023-05-10
3422,35.6,58.1,Retail,2023-04-26
3423,51.1,66.3,Retail,2023-05-19
3424,52.8,73.1,Retail,2023-04-15
3425,36.1,55.5,IT,2023-05-23
3426,36.7,52.7,Data Entry,2023-04-20
3427,41.1,65.4,Retail,2023-04-14
3428,39.2,54.8,IT,2023-04-30
3429,64.4,85.7,Data Entry,2023-03-02
3430,31.9,47.2,Data Entry,2023-04-11
3431,44.6,56.1,Data Entry,2023-05-05
3432,35.1,46.9,Logistics,2023-04-15
3433,51.1,65.1,Retail,2023-05-02
3434,59.4,84.0,Logistics,2023-04-20
3435,42.5,59.0,Retail,2023-03-18
3436,34.9,55.5,Retail,2023-05-20
3437,58.3,69.5,Data Entry,2023-04-11
3438,60.4,71.1,Data Entry,2023-03-17
3439,58.4,79.3,Retail,2023-03-13
3440,52.5,70.0,Logistics,2023-03-07
3441,60.1,73.3,Logistics,2023-05-24
3442,48.8,64.3,Data Entry,2023-03-19
3443,58.4,68.7,IT,2023-05-06
3444,64.7,76.0,Logistics,2023-04-22
3445,45.3,65.1,Retail,2023-04-30
3446,48.7,73.1,Retail,2023-05-24
3447,47.0,70.5,Retail,2023-03-03
3448,59.1,71.6,Data Entry,2023-05-09
3449,45.3,57.1,Retail,2023-05-29
3450,59.1,73.1,Retail,2023-05-15
3451,57.7,76.5,IT,2023-04-04
3452,60.4,71.8,Logistics,2023-03-09
3453,53.8,76.0,Retail,2023-04-15
3454,56.5,66.9,Logistics,2023-03-27
3455,30.5,51.5,IT,2023-04-25
3456,32.2,54.7,Logistics,2023-05-28
3457,54.9,75.8,Data Entry,2023-03-14
3458,48.7,64.9,Logistics,2023-04-30
3459,40.0,55.9,Data Entry,2023-05-30
3460,58.3,77.1,Logistics,2023-03-19
3461,57.4,72.0,IT,2023-04-06
3462,42.9,56.6,Data Entry,2023-03-25
3463,33.2,43.5,Logistics,2023-05-02
3464,43.5,56.1,Retail,2023-03-10
3465,44.1,65.6,Data Entry,2023-05-08
3466,33.2,56.7,Logistics,2023-05-18
3467,40.1,51.7,Data Entry,2023-05-04
3468,31.0,51.1,Data Entry,2023-04-14
3469,38.8,55.6,Retail,2023-03-08
3470,50.0,72.7,IT,2023-03-28
3471,46.4,64.3,IT,2023-05-19
3472,60.9,81.8,Data Entry,2023-03-08
3473,54.6,72.8,Data Entry,2023-03-28
3474,41.8,53.5,Logistics,2023-05-04
3475,34.1,50.3,Data Entry,2023-03-11
3476,43.5,58.4,Data Entry,2023-04-26
3477,53.9,76.0,Logistics,2023-04-17
3478,40.6,54.4,Retail,2023-03-06
3479,42.0,54.4,Logistics,2023-03-17
3480,33.1,48.6,Retail,2023-03-05
3481,61.4,73.9,Logistics,2023-03-10
3482,30.5,55.3,Logistics,2023-05-03
3483,48.1,68.6,Logistics,2023-04-07
3484,50.9,75.5,Retail,2023-04-21
3485,34.4,48.7,Data Entry,2023-03-05
3486,32.5,55.2,IT,2023-05-06
3487,57.8,72.6,Data Entry,2023-03-09
3488,62.1,74.4,Logistics,2023-05-12
3489,42.8,52.8,IT,2023-03-15
3490,61.6,73.1,Logistics,2023-03-26
3491,39.4,63.6,Retail,2023-03-29
3492,41.4,62.9,IT,2023-04-25
3493,41.3,64.2,Logistics,2023-03-14
3494,36.0,47.6,Data Entry,2023-05-08
3495,47.1,63.6,Logistics,2023-03-26
3496,60.6,75.4,IT,2023-05-14
3497,60.1,78.8,Retail,2023-04-06
3498,36.6,50.9,Data Entry,2023-03-15
3499,64.8,81.3,Data Entry,2023-05-18
3500,51.3,62.6,Logistics,2023-04-11
3501,49.8,74.6,Data Entry,2023-04-02
3502,55.3,68.1,Logistics,2023-03-14
3503,31.9,56.4,IT,2023-04-05
3504,44.2,65.6,Data Entry,2023-04-13
3505,45.0,62.5,IT,2023-05-17
3506,43.2,54.5,Data Entry,2023-03-31
3507,39.3,59.2,Retail,2023-05-10
3508,52.3,66.1,IT,2023-05-12
3509,61.6,74.2,Logistics,2023-03-16
3510,30.3,52.1,IT,2023-05-26
3511,50.8,75.1,Retail,2023-03-06
3512,30.2,44.0,Retail,2023-05-02
3513,34.6,53.6,IT,2023-04-22
3514,37.2,61.7,Data Entry,2023-04-23
3515,63.8,84.6,IT,2023-03-24
3516,38.5,48.8,Logistics,2023-04-18
3517,30.8,47.1,Data Entry,2023-03-22
3518,45.6,58.0,Data Entry,2023-05-15
3519,37.7,50.0,IT,2023-03-26
3520,31.9,50.9,Retail,2023-03-26
3521,40.1,54.9,Logistics,2023-05-30
3522,31.5,53.7,Logistics,2023-04-19
3523,51.3,73.8,Retail,2023-05-23
3524,52.6,72.0,IT,2023-05-08
3525,30.6,52.8,Retail,2023-03-10
3526,54.4,64.8,Retail,2023-05-12
3527,37.6,60.6,Logistics,2023-04-29
3528,37.7,57.8,Data Entry,2023-03-26
3529,53.4,68.0,IT,2023-05-03
3530,60.5,80.5,Logistics,2023-04-17
3531,65.0,88.8,Logistics,2023-05-12
3532,56.2,69.9,Logistics,2023-04-29
3533,53.4,74.1,IT,2023-05-18
3534,60.0,70.6,Data Entry,2023-05-20
3535,45.9,69.5,Data Entry,2023-04-24
3536,34.7,55.2,Retail,2023-03-10
3537,52.3,72.6,Data Entry,2023-03-07
3538,49.9,72.4,Retail,2023-05-23
3539,45.0,67.9,IT,2023-04-12
3540,43.7,56.4,Retail,2023-05-05
3541,63.4,75.2,Retail,2023-05-07
3542,63.4,77.3,Retail,2023-03-29
3543,57.3,80.0,Retail,2023-04-21
3544,54.9,66.1,Logistics,2023-04-02
3545,47.5,57.5,Data Entry,2023-03-29
3546,59.9,77.4,Data Entry,2023-05-01
3547,53.0,68.6,IT,2023-03-28
3548,40.4,59.7,Logistics,2023-04-15
3549,37.6,51.4,Retail,2023-03-15
3550,52.5,73.4,Logistics,2023-03-30
3551,46.9,63.5,Retail,2023-05-14
3552,36.6,60.7,Logistics,2023-05-17
3553,40.9,60.4,Retail,2023-03-14
3554,62.5,87.2,Data Entry,2023-05-21
3555,52.6,69.3,Data Entry,2023-03-22
3556,31.6,47.7,Data Entry,2023-04-05
3557,52.7,76.0,Data Entry,2023-03-17
3558,31.5,43.9,IT,2023-03-24
3559,47.1,57.8,Logistics,2023-04-30
3560,54.0,66.6,Data Entry,2023-04-08
3561,32.2,45.9,Logistics,2023-04-18
3562,46.1,69.2,Data Entry,2023-05-01
3563,60.7,73.5,IT,2023-03-30
3564,45.6,65.2,Data Entry,2023-03-06
3565,33.8,46.6,IT,2023-05-21
3566,41.2,59.6,Data Entry,2023-03-01
3567,31.2,53.8,Logistics,2023-05-25
3568,56.4,70.2,Retail,2023-03-22
3569,32.3,54.3,Retail,2023-05-03
3570,34.3,48.8,Data Entry,2023-04-13
3571,47.3,59.0,IT,2023-05-04
3572,42.4,59.0,Retail,2023-05-11
3573,50.0,64.5,Logistics,2023-04-24
3574,37.5,60.9,Logistics,2023-04-15
3575,47.7,60.9,Logistics,2023-03-23
3576,31.2,47.0,Data Entry,2023-05-08
3577,47.9,71.3,Retail,2023-04-05
3578,31.4,45.1,Logistics,2023-04-01
3579,36.8,55.2,IT,2023-03-12
3580,37.5,47.5,IT,2023-03-11
3581,34.1,52.7,IT,2023-03-13
3582,42.0,56.9,IT,2023-03-21
3583,53.0,66.8,Retail,2023-03-29
3584,65.0,77.1,IT,2023-04-06
3585,52.9,76.4,Data Entry,2023-03-02
3586,47.7,63.3,Retail,2023-05-16
3587,60.1,76.8,Data Entry,2023-03-08
3588,64.3,79.4,Retail,2023-04-19
3589,64.4,78.2,Retail,2023-04-09
3590,30.5,51.8,Logistics,2023-05-10
3591,57.3,73.2,IT,2023-04-28
3592,44.1,57.7,IT,2023-04-22
3593,32.7,48.7,Retail,2023-04-05
3594,43.7,64.8,Logistics,2023-05-30
3595,42.3,55.1,IT,2023-03-31
3596,47.7,66.5,Retail,2023-05-28
3597,39.4,56.0,Retail,2023-05-09
3598,57.4,76.5,Retail,2023-03-12
3599,36.4,60.0,Data Entry,2023-04-29
3600,37.9,55.2,Data Entry,2023-04-23
3601,43.9,57.0,Data Entry,2023-04-28
3602,59.7,75.5,Retail,2023-04-20
3603,58.9,78.6,Data Entry,2023-03-31
3604,35.1,51.0,Retail,2023-04-24
3605,62.2,76.5,Retail,2023-04-08
3606,53.9,68.2,Data Entry,2023-04-14
3607,44.4,60.3,Logistics,2023-03-24
3608,36.8,59.6,Data Entry,2023-04-30
3609,62.5,78.4,Logistics,2023-03-09
3610,40.1,64.8,Logistics,2023-04-06
3611,57.9,71.9,Data Entry,2023-04-23
3612,37.3,50.5,Retail,2023-03-04
3613,34.4,59.0,Data Entry,2023-03-19
3614,49.5,70.0,Data Entry,2023-05-23
3615,37.4,53.9,IT,2023-05-23
3616,60.7,80.2,Logistics,2023-03-18
3617,63.6,76.9,IT,2023-05-22
3618,36.0,52.7,Retail,2023-04-28
3619,59.8,76.6,IT,2023-04-09
3620,55.5,72.9,Logistics,2023-04-24
3621,48.0,60.4,Logistics,2023-03-29
3622,34.8,52.6,Data Entry,2023-05-10
3623,57.1,74.3,Logistics,2023-05-12
3624,46.8,57.5,IT,2023-03-21
3625,48.0,72.5,IT,2023-03-28
3626,30.6,41.5,Logistics,2023-04-08
3627,54.8,69.8,Data Entry,2023-03-30
3628,37.2,48.5,Logistics,2023-04-05
3629,49.2,66.4,Retail,2023-05-18
3630,60.5,72.9,Logistics,2023-03-31
3631,35.3,46.2,IT,2023-04-26
3632,49.7,66.8,Logistics,2023-03-18
3633,62.5,72.6,Retail,2023-04-13
3634,38.7,62.6,Logistics,2023-03-04
3635,45.7,60.3,Data Entry,2023-05-03
3636,47.1,67.3,Retail,2023-03-28
3637,38.7,62.6,Retail,2023-05-19
3638,42.4,66.1,IT,2023-03-17
3639,45.5,58.1,Logistics,2023-05-02
3640,46.3,66.0,Logistics,2023-03-11
3641,61.9,76.5,IT,2023-04-09
3642,30.8,52.1,Data Entry,2023-03-26
3643,32.8,43.1,Logistics,2023-05-04
3644,55.5,72.8,IT,2023-05-17
3645,55.5,66.6,Data Entry,2023-04-14
3646,57.7,72.0,IT,2023-03-31
3647,34.6,55.4,IT,2023-04-27
3648,43.1,59.3,Logistics,2023-05-07
3649,40.6,51.8,Data Entry,2023-04-25
3650,64.3,79.0,Data Entry,2023-05-06
3651,39.6,52.5,Data Entry,2023-04-29
3652,33.6,44.0,Retail,2023-03-10
3653,55.5,74.5,IT,2023-05-18
3654,50.6,62.2,Data Entry,2023-04-17
3655,48.2,67.8,IT,2023-04-17
3656,46.7,65.8,IT,2023-04-01
3657,32.6,54.5,Data Entry,2023-05-10
3658,64.7,77.7,IT,2023-03-01
3659,31.4,51.0,Logistics,2023-04-02
3660,36.3,49.9,IT,2023-04-02
3661,32.2,44.9,Retail,2023-05-28
3662,50.8,69.0,IT,2023-03-17
3663,53.8,64.6,IT,2023-03-19
3664,35.3,60.0,IT,2023-05-24
3665,38.9,62.7,Logistics,2023-03-11
3666,36.4,47.3,IT,2023-04-03
3667,63.4,77.7,Retail,2023-04-14
3668,50.3,65.2,Data Entry,2023-05-13
3669,45.1,59.2,Data Entry,2023-05-18
3670,48.6,58.7,IT,2023-05-04
3671,40.7,52.9,Logistics,2023-05-27
3672,53.3,71.9,Logistics,2023-05-24
3673,43.5,65.3,Logistics,2023-05-23
3674,44.9,60.6,Logistics,2023-03-09
3675,61.4,85.1,IT,2023-03-18
3676,47.4,59.5,Logistics,2023-03-22
3677,63.1,73.6,Data Entry,2023-05-22
3678,40.3,59.9,Retail,2023-05-02
3679,35.3,51.1,Retail,2023-05-13
3680,50.7,75.1,Logistics,2023-03-11
3681,41.0,58.0,Data Entry,2023-03-31
3682,59.8,82.5,Data Entry,2023-03-17
3683,31.6,56.6,Retail,2023-03-15
3684,58.4,79.0,IT,2023-03-05
3685,52.9,74.4,Retail,2023-04-29
3686,42.8,57.2,Data Entry,2023-04-12
3687,41.8,58.9,IT,2023-03-09
3688,59.1,69.2,Retail,2023-04-19
3689,57.8,71.2,Logistics,2023-03-23
3690,46.0,63.6,Retail,2023-05-24
3691,37.8,50.5,Logistics,2023-05-13
3692,35.0,53.5,Data Entry,2023-03-27
3693,43.4,63.2,IT,2023-04-27
3694,31.9,42.5,Retail,2023-04-20
3695,63.7,83.7,Data Entry,2023-03-29
3696,57.5,79.5,IT,2023-04-07
3697,31.1,50.8,Logistics,2023-05-12
3698,53.9,75.7,IT,2023-05-25
3699,35.1,47.5,Data Entry,2023-05-07
3700,33.6,56.1,Logistics,2023-05-17
3701,57.5,73.0,Logistics,2023-04-27
3702,62.5,84.7,Logistics,2023-03-29
3703,51.5,72.6,Logistics,2023-04-03
3704,61.8,72.7,Logistics,2023-03-02
3705,31.9,42.4,IT,2023-04-29
3706,60.9,84.7,Logistics,2023-05-06
3707,42.1,61.9,IT,2023-03-29
3708,53.4,75.8,IT,2023-04-30
3709,43.3,56.0,Retail,2023-05-11
3710,48.9,60.7,Logistics,2023-04-19
3711,50.4,65.9,IT,2023-05-11
3712,57.5,75.0,IT,2023-03-28
3713,46.4,68.6,Logistics,2023-05-15
3714,53.3,71.4,Data Entry,2023-05-07
